,TAWSS,OSI,HOLMES
Node 58,0.004097420957465637,0.4182895742800948,0.0003348020107881789
Node 59,0.007656542430300567,0.47904404469504264,0.0001604501609598883
Node 60,0.004007713278617313,0.3214644757646506,0.0007155191911829129
Node 61,0.00914654127685557,0.3857720102240469,0.0010447910234579912
Node 62,0.004207967129814988,0.46251688954887316,0.0001577276967015664
Node 63,0.004085758896531835,0.38523423298526105,0.0004689052535977695
Node 64,0.004099184410231221,0.3670091205278664,0.0005451541398351095
Node 65,0.0038841775771856013,0.24347970168804273,0.000996370390796266
Node 66,0.011124209004849905,0.1314536708861218,0.0040997863930329805
Node 67,0.004120094278427898,0.41954768046757496,0.0003314711413917975
Node 68,0.004188014428473999,0.4134291527311692,0.00036255995744708227
Node 69,0.004086140190632109,0.3797060186421093,0.0004915380719176269
Node 70,0.004204284969322949,0.4407551311220018,0.00024908231173327675
Node 71,0.004159096860541502,0.4460357821553559,0.00022444240901923704
Node 72,0.0041008580850453846,0.3932290872081648,0.0004378523609700731
Node 73,0.004177750747589708,0.4220633833926841,0.00032559975829582634
Node 74,0.004002575957020121,0.3455682987534309,0.0006181246144112316
Node 75,0.0038360583399411,0.2880357082303216,0.0008131073892127835
Node 76,0.003953877873492597,0.3382143861371011,0.0006396805589019331
Node 77,0.003945579309597428,0.3562948321789392,0.0005670001368370035
Node 78,0.0037158734063845937,0.27043151599850507,0.0008530474246451821
Node 79,0.003945652153100895,0.3608095857861861,0.0005491969575337402
Node 80,0.004029050685746261,0.38940495210920756,0.0004455930535445379
Node 81,0.003826605281079119,0.3208132695499175,0.0006856768890395863
Node 82,0.003924865197745775,0.35535320707414997,0.0005677191635202086
Node 83,0.0038454746618063,0.32522221520190875,0.0006721035428876943
Node 84,0.0037537032231738186,0.30901708984039356,0.0007168931654372306
Node 85,0.0036123613234502346,0.20428930890297964,0.001068213863449616
Node 86,0.004102418833732651,0.4159826240313582,0.0003446744655345531
Node 87,0.003976181348949472,0.3798407794037548,0.00047777485183909534
Node 88,0.004153815068405825,0.4413687640283356,0.00024354331145835732
Node 89,0.0036510043842342163,0.2716438758085394,0.0008337292105897559
Node 90,0.0037084811157833595,0.28891362241969587,0.0007828098450556737
Node 91,0.003505163944056245,0.236230885020986,0.0009245539913800659
Node 92,0.003377218234827984,0.17644057411563646,0.0010927307931471461
Node 93,0.0033643336731493958,0.11355113803716371,0.0013001429192518329
Node 94,0.003550942155733837,0.11945216346650794,0.0013513033550200861
Node 95,0.0033903431321561806,0.1518377555537766,0.0011803894743343348
Node 96,0.0034044990875018014,0.09342107168967323,0.001384197590429968
Node 97,0.004175091740021051,0.45727078312039643,0.00017839840045160094
Node 98,0.004141562602429545,0.4607450464239029,0.00016257684769087168
Node 99,0.004113857612627267,0.4471062302848619,0.00021759743720317444
Node 100,0.00409681904422713,0.42583218719393434,0.00030385210797256255
Node 101,0.004102876821562148,0.44197205360758585,0.00023808151625628692
Node 102,0.004355222109317265,0.4695802696382298,0.00013248468223105126
Node 103,0.004379016778412085,0.4459509891148816,0.0002366815255225108
Node 104,0.0034528427797773527,0.2069475735017901,0.0010118639549305773
Node 105,0.005137098751829685,0.19793641770293485,0.0015517304515914568
Node 106,0.004512658805832287,0.24651091563317307,0.0011439097487503252
Node 107,0.005231130156804911,0.2228242720687063,0.0014499423091157437
Node 108,0.004488467012064483,0.26132993990250547,0.001071262691515052
Node 109,0.0036455464353319896,0.24262529599941696,0.0009382714347139514
Node 110,0.0037839316245246164,0.2572251586008832,0.0009186434000090661
Node 111,0.0035236118359442815,0.1868356153082376,0.0011034697324961021
Node 112,0.003691778757858502,0.21666399566342975,0.0010460138421462544
Node 113,0.003442522104515499,0.14130756620775287,0.001234806632052273
Node 114,0.004151879147057601,0.4619087423075596,0.00015815029849844061
Node 115,0.004152071730965664,0.06661567788627376,0.0017994427924921202
Node 116,0.004364346710152201,0.47473064461948405,0.00011028422802262158
Node 117,0.004124622982792893,0.46197508733917697,0.0001568384286795231
Node 118,0.004010676716910752,0.449639968116782,0.00020197780733690566
Node 119,0.0038356116169263516,0.2933350747565546,0.0007926863880749751
Node 120,0.004016448814191291,0.2616070214341479,0.0009574931960723466
Node 121,0.003919528770912184,0.3195790550107426,0.000707165084760559
Node 122,0.004036641829085272,0.28866124537562854,0.0008530988570235264
Node 123,0.00392876628282443,0.23114241020623555,0.0010562786336631832
Node 124,0.004070463228974588,0.3052979474492669,0.000792527545513637
Node 125,0.004402234810646547,0.26694022651803195,0.0010259838477837187
Node 126,0.004467976776272742,0.24976160855473734,0.001118059321509281
Node 127,0.0043729546898084145,0.22717309692398857,0.00119305968531215
Node 128,0.003992109890726539,0.3445822000224701,0.000620444936485256
Node 129,0.0038621982762770965,0.19555548031422543,0.0011758250991524071
Node 130,0.004305956657643388,0.19983434633409614,0.0012925002947985782
Node 131,0.004066379921588532,0.4498620411277476,0.00020387998926755884
Node 132,0.00400803220262913,0.45112953865648897,0.00019587438282213428
Node 133,0.004056813035953552,0.4573117767106439,0.0001731781407219559
Node 134,0.003899785770074988,0.44850492626198507,0.00020081975579247283
Node 135,0.004055413983828514,0.4510341013938091,0.00019857698993827567
Node 136,0.004178756303405555,0.47969803333298466,8.48369711813198e-05
Node 137,0.0039132008096601344,0.447364231715362,0.00020597433106852867
Node 138,0.003526667496711831,0.17382428055042076,0.001150313307999428
Node 139,0.004004885705007003,0.3583232487618945,0.000567399195765322
Node 140,0.00412050367106216,0.3216556840563142,0.0007348684085590272
Node 141,0.0039303038615183,0.39196387329115623,0.000424614805987249
Node 142,0.003942196208521183,0.3694191439754546,0.0005147753555254133
Node 143,0.004100470718954436,0.3332290351225613,0.0006838394582517161
Node 144,0.004334213719200012,0.2750714494357905,0.0009748884096951705
Node 145,0.004344639729226846,0.2865705484219834,0.0009272740747129485
Node 146,0.005046090899288869,0.22206822034998847,0.0014024690239150823
Node 147,0.004968977792070039,0.22524890870480546,0.0013652320709928295
Node 148,0.005040294857200097,0.21535935796175748,0.0014346727642154877
Node 149,0.004868311823279471,0.2300742122574257,0.0013140829038751994
Node 150,0.006762430017445206,0.17100900552308057,0.0022247785765198698
Node 151,0.006828516158679814,0.17204033212823722,0.002239477891457597
Node 152,0.006865159682317977,0.17142240802372422,0.0022557376369486556
Node 153,0.004381230874968089,0.3014220000082342,0.0008700160646533372
Node 154,0.004061360246910829,0.34029883092099955,0.0006486039794826373
Node 155,0.0038018122335472916,0.37464171960960746,0.0004765886439646459
Node 156,0.00441622420911016,0.30024101085632005,0.000882180483843693
Node 157,0.0037998744551278395,0.3962596705455309,0.0003942002278605833
Node 158,0.00450479072350155,0.2417719255237588,0.0011632634344482388
Node 159,0.00385969625098762,0.3520580408876801,0.0005710110249495849
Node 160,0.005061031218711159,0.20152665750156107,0.0015105829043376676
Node 161,0.006865876024173606,0.16465399913081558,0.0023024440671702345
Node 162,0.006825748491820799,0.15394527259978963,0.0023620825336394436
Node 163,0.005084818327339511,0.18468708704094844,0.0016033088786609935
Node 164,0.006701403259740513,0.13872383581884407,0.002421057264310147
Node 165,0.003557691453219036,0.08890481802090028,0.0014625498153865673
Node 166,0.0036244757650878722,0.0972129207728411,0.0014598920071493661
Node 167,0.0035551191497436136,0.13334586908540574,0.001303499122147076
Node 168,0.004025840195765873,0.4568108899233276,0.00017387245536602475
Node 169,0.0040741943517443755,0.45062229096160766,0.00020117438326629526
Node 170,0.003627597959401601,0.069184757400712,0.0015628244949322829
Node 171,0.0037287999751624713,0.04857605613507093,0.0016832695906712923
Node 172,0.0036593021084579975,0.16755730939486158,0.0012165082386728328
Node 173,0.0036772010445329786,0.25498021098243706,0.0009009870241066325
Node 174,0.0039209929927046475,0.32387056255399965,0.0006906022900347789
Node 175,0.003814177690268139,0.31628863558915327,0.0007007077875845717
Node 176,0.004119079885677856,0.3703568004872133,0.0005340106954280409
Node 177,0.004080248505552968,0.36590843614337554,0.0005471269030332523
Node 178,0.0034489206985344988,0.049856180287033924,0.0015525103371254304
Node 179,0.003774852263702974,0.052906579491411865,0.0016877116104935495
Node 180,0.004020071811970864,0.4226218840273353,0.0003110655828851218
Node 181,0.004217582806150484,0.4121899108576534,0.0003703463221733024
Node 182,0.0042445665465383735,0.44606256951654594,0.0002289410130363082
Node 183,0.004236103170000337,0.4345053540258316,0.00027744207742922447
Node 184,0.003998990906275861,0.430458434234963,0.0002780960891025677
Node 185,0.0038124612285631355,0.38809305134340744,0.0004266409029600646
Node 186,0.004011173928701147,0.43411134630641235,0.0002642908498929373
Node 187,0.0038729736170726387,0.4009016834433695,0.00038380516552014254
Node 188,0.004091115024867028,0.45671308976345615,0.00017709172884879492
Node 189,0.004013899211385116,0.4327039882028942,0.00027011940868176647
Node 190,0.0038825471040018146,0.4011173176850288,0.00038391667185792296
Node 191,0.003573551333366693,0.2424788614656998,0.0009202650079793574
Node 192,0.0036942840170971387,0.2751580524074686,0.0008306300133640813
Node 193,0.006842749403686442,0.17613310175681052,0.0022161400248273625
Node 194,0.005031606737140785,0.2345680534053074,0.0013355491707382483
Node 195,0.004393872495826013,0.2679304834475588,0.001019683865899411
Node 196,0.007124919473943995,0.1702468627017864,0.00234946454953017
Node 197,0.006852415040588942,0.15219545327987727,0.0023833011071301884
Node 198,0.0050860766723380005,0.1810789948309719,0.0016220566847087808
Node 199,0.004378718606523772,0.22341215422821004,0.0012111003466192642
Node 200,0.006863187422189816,0.13985659261365896,0.0024717317037585185
Node 201,0.003908598591209162,0.33817578870359577,0.0006325058842966592
Node 202,0.003445333549348324,0.11287224004431451,0.0013337842592593878
Node 203,0.0036965874719679377,0.12518441372101174,0.0013855386005372256
Node 204,0.0037344714710119443,0.16036448872554587,0.0012683591273970046
Node 205,0.004278190577467687,0.16621215734394268,0.0014280080033244112
Node 206,0.004027057088091052,0.08729986971755721,0.001661966984910012
Node 207,0.004312642745988344,0.04453498372836906,0.0019642578984753124
Node 208,0.003536950875116352,0.10541814360753698,0.0013956166422723567
Node 209,0.004272312368298135,0.02294155654652902,0.0020381426883673208
Node 210,0.003466811643677054,0.05461510597145325,0.0015440655365360368
Node 211,0.003489297767129641,0.1845701939515207,0.0011006285179310947
Node 212,0.0033948082849829266,0.15604778026700877,0.0011676518451878266
Node 213,0.003314668048305689,0.1122080312241544,0.001285401648290853
Node 214,0.00341839806191692,0.19749201759315438,0.0010340927007739587
Node 215,0.003561072824070569,0.06434017343808601,0.0015514163689089294
Node 216,0.00333548964414664,0.11822085369578844,0.0012734203888488426
Node 217,0.0033064057127471947,0.164308559926147,0.00110993209518052
Node 218,0.003645120211526568,0.17820858237119763,0.0011729684002945342
Node 219,0.003482731938121328,0.22704688649257004,0.0009506225260219824
Node 220,0.0036543884067592324,0.27947062314638627,0.0008058999981236839
Node 221,0.0036946496532569996,0.2386362456294604,0.0009656475044590618
Node 222,0.0036435961407525197,0.030791241477299114,0.001709607221760594
Node 223,0.004134761856259873,0.4528192439451995,0.0001950811904848911
Node 224,0.004087160439781524,0.46581138359677254,0.00013973436045413694
Node 225,0.0037127759190232154,0.36595010216737933,0.0004976972326204763
Node 226,0.003878130696587476,0.36691823479425784,0.0005161084788004358
Node 227,0.004242133598294677,0.33260837272493027,0.000710097646136793
Node 228,0.003941521889093127,0.3692829567686681,0.0005152240871738272
Node 229,0.00417913292329529,0.3345907572448238,0.0006912672122154999
Node 230,0.0039050383894626566,0.4037289945515833,0.0003759419720682358
Node 231,0.003982994640303365,0.4291525016927666,0.0002821852060366124
Node 232,0.004120400914076395,0.4385876689324788,0.00025304342506617653
Node 233,0.0041800794533578736,0.41672015976242255,0.0003481163490560238
Node 234,0.004018781057169735,0.41437413336411794,0.00034411161084002486
Node 235,0.004222227523081698,0.40604223424435126,0.00039671106458076316
Node 236,0.004131239525404938,0.3868896129563663,0.0004672861016885101
Node 237,0.003948039500101402,0.39840737600023857,0.0004010916924700078
Node 238,0.003941918790570388,0.37264041410084875,0.0005020411448151277
Node 239,0.0039182040550065685,0.38223480668196225,0.000461428057997368
Node 240,0.004125228156217803,0.3381347990992377,0.000667730884267676
Node 241,0.003977032015453667,0.3666646226946708,0.0005302790643358884
Node 242,0.004115627229273594,0.3428846619964122,0.0006466281632240903
Node 243,0.004381241180511031,0.3008112269015719,0.0008726940553943009
Node 244,0.004126887278638974,0.3320255252211365,0.000693211723100955
Node 245,0.0043396577493844376,0.2998214071604237,0.0008687065816771393
Node 246,0.003985802885785154,0.35084649182800737,0.0005944964832969077
Node 247,0.004018412242998992,0.31637286254938635,0.0007378895372784046
Node 248,0.004238561260489755,0.2969327280052514,0.0008607130723502776
Node 249,0.003884198596441759,0.3271403258603034,0.0006714213036747894
Node 250,0.00390756404734116,0.3577318764430382,0.0005559218046938738
Node 251,0.0044613643261131345,0.29104566813366983,0.0009322214019752504
Node 252,0.004414419592340654,0.2887113384960592,0.0009327168069824289
Node 253,0.0039517193689156275,0.38854325797721795,0.0004404457662476602
Node 254,0.004900452083679969,0.22652629389221685,0.0013401447929275695
Node 255,0.0037571321206999286,0.36106453917298753,0.0005219988825774152
Node 256,0.0038039906593976052,0.3295941309922319,0.0006482223340120817
Node 257,0.003779204547336445,0.29070247523646775,0.0007909781573326032
Node 258,0.004492706129852639,0.2692791422648706,0.0010365610118314745
Node 259,0.004962209503200777,0.21519403316954439,0.001413266875174372
Node 260,0.003929019252840995,0.2900011028099646,0.0008250897101350259
Node 261,0.0041521517868840455,0.281294562291882,0.0009080981739810196
Node 262,0.0038171558683577586,0.2578032629854205,0.0009245026959923029
Node 263,0.004030415408310726,0.2568601358822935,0.0009799546547145806
Node 264,0.003922377452802132,0.2284639102531097,0.0010650670360452586
Node 265,0.004293382010472335,0.19796854302284794,0.0012967364239824537
Node 266,0.005023144159106749,0.15999544777068608,0.0017078918806003836
Node 267,0.0067475199122580655,0.11999016480450575,0.0025641239298355035
Node 268,0.0049123754393610025,0.13626310955122506,0.0017868121670301057
Node 269,0.004251542564216497,0.1685654364549804,0.001409108154164168
Node 270,0.004152443274008696,0.1466784853727292,0.0014671475469765758
Node 271,0.0036733100679989714,0.1643972210197081,0.0012327730668767398
Node 272,0.0048782095275965815,0.1332810964140893,0.0017889316494225616
Node 273,0.006558809973143115,0.1064326584401244,0.002581333404926335
Node 274,0.006499951221042462,0.11895109598364406,0.0024767992889380046
Node 275,0.0038111941282485805,0.19451596794268894,0.001164258949250525
Node 276,0.0036790528077958345,0.2126641644962533,0.0010571237123904213
Node 277,0.003620215478463407,0.1682161764596371,0.0012011289334845935
Node 278,0.0035910332113123474,0.14347135236313424,0.0012803062144482625
Node 279,0.006978534199827747,0.16546754770268035,0.0023345461593090896
Node 280,0.006397653650707424,0.18313433162351989,0.002027196800072636
Node 281,0.005002949174946472,0.21348486768834823,0.0014334206448082575
Node 282,0.0034676006551298136,0.13975387328489547,0.0012491897050052744
Node 283,0.0064835285727063985,0.1799809728741062,0.0020748525061804364
Node 284,0.005075060569477938,0.1958858427644234,0.0015433977680062887
Node 285,0.004176851988737579,0.4611100710097263,0.000162437477244888
Node 286,0.0071664144144112495,0.15481603413286005,0.0024737313486139123
Node 287,0.007341443686669618,0.1567201398240377,0.0025201697622496476
Node 288,0.004931754012782924,0.21909633596173128,0.0013853477723261582
Node 289,0.0042029827445071504,0.022833891141222473,0.0020055209217970625
Node 290,0.004642411507076868,0.23778707653741282,0.001217300293186981
Node 291,0.00418249681003063,0.45750964106558895,0.00017771579070023072
Node 292,0.00497091228251311,0.15972632743688964,0.0016914705783598095
Node 293,0.006081617322559921,0.002003299284291493,0.0030286253616503413
Node 294,0.007785709697046736,0.1314181845525753,0.002869671014684105
Node 295,0.007261924796547262,0.14445062151712001,0.0025819728480017934
Node 296,0.00576584074092346,0.01105529281448181,0.0028191773127491525
Node 297,0.006045494185124871,0.0013503232527720122,0.0030145837211897637
Node 298,0.004915124483431388,0.06875800958338346,0.002119608065380396
Node 299,0.007381965126746708,0.1854656929334808,0.002321881285930485
Node 300,0.008075389450972723,0.1941012365542179,0.0024702516473956693
Node 301,0.008456009404132431,0.08835094765768192,0.003480908257808845
Node 302,0.00467607321074486,0.08386856429919859,0.0019458610586293148
Node 303,0.00466579698758275,0.07669801420412775,0.0019750411301641766
Node 304,0.0018332056030142948,0.11618452576914179,0.0007036126778835979
Node 305,0.008065796318997804,0.17422043038088353,0.0026276716534385583
Node 306,0.0018646467400282537,0.10209015235105107,0.0007419613002437517
Node 307,0.007885590697308714,0.15229002515283502,0.002741898543016251
Node 308,0.0013837027458434863,0.44498396145352564,7.612584360218765e-05
Node 309,0.0014577519486248353,0.42499745465992433,0.00010933510662131786
Node 310,0.008099680350569145,0.18286003107870086,0.002568732374651956
Node 311,0.005884633732906437,0.013992631061263583,0.0028599753576979926
Node 312,0.007988886339873427,0.1504832109625956,0.002792249901497342
Node 313,0.001633124683203912,0.297400523580705,0.00033087020574453955
Node 314,0.0018186178317822013,0.12193771291880784,0.0006875508168102179
Node 315,0.0043395288742788226,0.012968848984600934,0.002113485742504574
Node 316,0.0018567438414241518,0.09442037086830529,0.0007530574785973656
Node 317,0.005059539481098337,0.019961140797898902,0.002428775560594436
Node 318,0.00536690482079203,0.02298822230735198,0.0025600768092732488
Node 319,0.0015413754053068922,0.24175272274017862,0.0003980560016557586
Node 320,0.004529548301227727,0.09867682287082957,0.0018178127152087482
Node 321,0.008433535607485802,0.24065645108013894,0.002187183054387384
Node 322,0.0014863150559498567,0.28652629723810497,0.0003172891784643691
Node 323,0.0013892479717584007,0.41752288814834854,0.00011458116035639755
Node 324,0.005068275315076158,0.020547931014259446,0.0024299950860026203
Node 325,0.010034644837149135,0.18558143483938988,0.0031550786315927555
Node 326,0.010390168771981586,0.21336747218612268,0.0029781603395258914
Node 327,0.0032613657780960533,0.12638659452428352,0.0012184899748564264
Node 328,0.0013899356285642028,0.46057375013544377,5.4799949387421273e-05
Node 329,0.004020020392867985,0.09941791248163473,0.0016103481608414562
Node 330,0.001416261294258984,0.28581078688572936,0.0003033478921815303
Node 331,0.0017757648048916368,0.09854543757587969,0.0007128888827159255
Node 332,0.0014027314337522107,0.418326382362333,0.00011456615076861449
Node 333,0.003615890571899475,0.09914068010396959,0.0014494634354700919
Node 334,0.0017810923541611299,0.0868794692647355,0.0007358058186395677
Node 335,0.0076971710493142186,0.1847241038722766,0.002426732500220909
Node 336,0.004421902794827912,0.056909740797631614,0.0019593020555279768
Node 337,0.0014573546504635599,0.18372260005771596,0.00046092833964241086
Node 338,0.003617448816980489,0.10591360417207546,0.0014255873663758304
Node 339,0.004696818688961138,0.023435733520453306,0.002238335953292191
Node 340,0.007739997642078449,0.1516830511412971,0.00269597236286232
Node 341,0.00479520839254726,0.05226897067716224,0.002146963589412695
Node 342,0.005616942099424553,0.0008530229802271028,0.0028036796690228626
Node 343,0.004245242677012996,0.10348019096394201,0.0016833228156009168
Node 344,0.008615157868434127,0.24551423908108277,0.002192435005585056
Node 345,0.004307207382335385,0.06449101259527695,0.0018758275256230313
Node 346,0.005182720072839471,0.03834386360966574,0.002392634524819702
Node 347,0.004137719628861666,0.06607096378869876,0.0017954766906645256
Node 348,0.005575163211232681,0.003236756633487825,0.0027695361591096057
Node 349,0.003132556485319217,0.13324836048679162,0.0011488702268585564
Node 350,0.003183955777447324,0.12954589208175854,0.0011795094971853793
Node 351,0.001335172644867619,0.48827251255859827,1.5658220424788134e-05
Node 352,0.0013984316828611777,0.29624922861932723,0.0002849315341061373
Node 353,0.00367954158795572,0.10027037921403925,0.0014708217636197117
Node 354,0.0051999492250655545,0.006918748705001587,0.002563997470565781
Node 355,0.004776380575951902,0.036236754033670604,0.00221510975987398
Node 356,0.0030962744954350454,0.13031861362461294,0.0011446350480711796
Node 357,0.0033526445806495303,0.07487335513656251,0.0014252985419911212
Node 358,0.0016273128308175692,0.30913979655013735,0.00031058925796641315
Node 359,0.005283982422433426,0.01670947184445909,0.002553698655702445
Node 360,0.007762196687258469,0.19420876374693713,0.0023736117210361963
Node 361,0.003292234756307939,0.08417366809703619,0.001368997902478978
Node 362,0.008808012446420453,0.2591329976043606,0.002121559555032777
Node 363,0.0013303666935119492,0.4834922123464354,2.1961410877870097e-05
Node 364,0.004928795321160996,0.011367794434584744,0.0024083681285593968
Node 365,0.0013615029890728203,0.31709104031275426,0.00024903109534238506
Node 366,0.005068449330342254,0.013720382653899854,0.0024646836008969286
Node 367,0.00300297117632815,0.10221497232775056,0.0011945369724746606
Node 368,0.00302140197005421,0.08654253966461029,0.001249221185190957
Node 369,0.005157087386408044,0.02069083246221065,0.0024718392620988734
Node 370,0.003847222042130816,0.026338569716660876,0.0018222806950932713
Node 371,0.0049910463623893,0.015533148751558534,0.002417996515621732
Node 372,0.010314756478998356,0.18800267119810415,0.0032181764686895356
Node 373,0.01024384729314319,0.17034976949912028,0.0033768866214004653
Node 374,0.0014843826740215725,0.24219989046033463,0.0003826740159615428
Node 375,0.0015564533748785633,0.2269895733539104,0.0004249279999303426
Node 376,0.004463853862276109,0.31345214827191903,0.0008327223484357052
Node 377,0.0046386283466582235,0.34182005249724146,0.0007337379883592055
Node 378,0.0049307536397182805,0.00877988628044446,0.002422085363625526
Node 379,0.009870288130868973,0.1656886560604492,0.0032997492901014032
Node 380,0.0016822569634535741,0.2403112431991885,0.0004368632194587668
Node 381,0.004069194926862941,0.31682271691897856,0.0007453840710298293
Node 382,0.004496964081442149,0.007416021224257552,0.0022151324596483756
Node 383,0.009754248982201912,0.1657917281883849,0.0032599506951619065
Node 384,0.004885144871178627,0.011769469680757871,0.002385076871141867
Node 385,0.0017054630622217399,0.23066196656785626,0.0004593460672699652
Node 386,0.004195400413139131,0.3187432653742457,0.0007604445793331394
Node 387,0.0016078574696960879,0.08633781979226773,0.0006651098263777715
Node 388,0.0015347526311506828,0.2455815939657756,0.00039046931807418863
Node 389,0.00470690980113128,0.3378177137909113,0.0007633773925274379
Node 390,0.0014594420169080575,0.27540478227396714,0.0003277836975459857
Node 391,0.0048824174801192196,0.030332052881322513,0.00229311499486394
Node 392,0.0018015204617949827,0.16443534388419534,0.000604526594247819
Node 393,0.004997299401941244,0.36200779274764305,0.0006895883747747556
Node 394,0.0016980606223265138,0.17875181466598594,0.0005454988935095392
Node 395,0.00504358052932205,0.36302089696525486,0.0006908651369900396
Node 396,0.0049318636190426495,0.024279345382904827,0.0023461893893332053
Node 397,0.010526262085248426,0.22157501653932404,0.0029307743469880335
Node 398,0.0035408280247031863,0.042047971710542476,0.0016215293757369776
Node 399,0.009213777219496984,0.2630935724223564,0.0021828030455673044
Node 400,0.0046254367166754275,0.030369862485527643,0.0021722444813167706
Node 401,0.0012674004102422615,0.4363897716967965,8.061962944708404e-05
Node 402,0.009972415762385238,0.20952592772248024,0.0028967282169445672
Node 403,0.0014636648949877475,0.27013153854068306,0.0003364503975028462
Node 404,0.0026179937434461726,0.03230996903465866,0.0012244095749394104
Node 405,0.002204014603457848,0.126284317177622,0.0008236748224817424
Node 406,0.0021494950288709217,0.1337243228835922,0.0007873077471580494
Node 407,0.007098463073384944,0.11992554095860414,0.002697944512642107
Node 408,0.005108380782664479,0.3062359264487151,0.0009898206697001705
Node 409,0.00970181156311021,0.2211573411233217,0.0027052789321781534
Node 410,0.00495657275947481,0.28694962809679336,0.0010559996697714115
Node 411,0.0014179650970916843,0.1160478067107294,0.0005444308090359857
Node 412,0.0014451600718468035,0.11007812673973194,0.0005634995223754492
Node 413,0.004208999507697095,0.025965836538948184,0.0019952095606391713
Node 414,0.00970533280697092,0.26884852821843,0.0022434019624612838
Node 415,0.003501575059788085,0.029220036225712676,0.0016484713797999826
Node 416,0.009582077186231702,0.27240408270133987,0.0021808416468269685
Node 417,0.009764874513419002,0.2642084953691996,0.002302474454050021
Node 418,0.003367240167310189,0.040681189684710684,0.0015466367476947717
Node 419,0.00924821005240414,0.2861641212526733,0.0019775991233956995
Node 420,0.009027542018700421,0.27961059296433666,0.001989574632490921
Node 421,0.0036444791048244737,0.02562638881329149,0.0017288447138500884
